,Comments,Date,Likes
634,"He fought with HONOR, RESPECT and DOMINANCE. He is truly the goat.",2023-01-19T01:04:18Z,28
635,"That black fatherhood statistic is actually false, a confused misunderstanding perpetuated by CNN's Don Lemon of the true statistic that around 70 percent of Black children have UNMARRIED parents at birth. The actual number for fatherlessness in Black households is around 44%, and even that number is a bit inflated because fathers are consistently reported as absent for tax purposes in the Black community.",2023-01-19T00:41:24Z,0
636,"ONE FC is truly the home of Martial Arts. I would love for them to push boxing matches into their organization, i want to see how Boxers are able to fight in the Octagon/Cage ring.",2023-01-19T00:18:32Z,1
637,Editing has been on fire lately!!!,2023-01-19T00:17:55Z,0
638,"Cheers bruv, that was bloody beautiful!👍👊👌",2023-01-18T23:31:54Z,0
639,I love this! Please make more of fighters. Great work. I really enjoyed watching it.,2023-01-18T22:42:26Z,0
640,You like sports? If so which is your favorite?,2023-01-18T22:14:15Z,0
641,UFC will eventually suffer for much of controversy surrounding the organization.  The chickens are coming home to roost.,2023-01-18T21:55:14Z,0
642,"Mighty Mouse is the best fghter in history EVER, period.",2023-01-18T21:50:14Z,0
643,"The UFC doesn't care about any fighter unless they can spin a story about ""where they are from"" to scam money from their followers. Just like how they made Kamaru Usman come out & act African even though he's born & raised in friggin Ohio. If a fighter comes from a small community of support, it doesn't matter how good they are because the UFC sees no money. The only reason McGregor got so famous is because he had hardcore Irish fans that would travel around to watch him fight, thus the reason the UFC marketed him so much. I've been watching the UFC for literally over 20 years & it's been like this forever.",2023-01-18T21:35:23Z,0
644,Ufc let the best fighter in the world walk away!! Thats sad. I guess the ufc isn't the best organization.,2023-01-18T21:06:29Z,0
645,"I admire his professional conduct and lack of insults. This is how real men should behave and talk even in unpleasant situations, in my opinion. I wish I had your composure in tough situations. 👍best of luck with this eviction process",2023-01-18T20:54:12Z,1
646,"Dj did nothing to promote himself or the fights and has even said he realized he needed too, now Moreno and figgy can headline a ppv and it still does decent, no one ever brings up dj headlined a ppv that did 50k buys, ufc is happy and so is dj with how things played out,",2023-01-18T20:51:13Z,2
647,"How can UFC be a league of the greatest fighters when they can't even hold on to their best fighters. Ngannou, diaz, dj, khabib, etc the list is long. Khabib exposed the UFC level of competition.",2023-01-18T20:24:45Z,0
648,The way the ufc looks at it their champ went and dominated ONE fc while the ONE  fc thamp failed miserably in the ufc. Shows the difference in level of competition,2023-01-18T20:20:06Z,1
649,The narration on this video is next level. I'm subscribing because Shakespeare wrote the copy. And you should do so too.,2023-01-18T20:05:50Z,0
650,"Damn, guys... This video is a work of art! Well done! Really well done!",2023-01-18T19:32:28Z,1
651,20:57 and repeat.,2023-01-18T19:12:07Z,0
652,"DJ is one of the best fighters on the planet. When he had that mixed match with Rodtang I was totally convinced. I guarantee you almost any other great fighter on the planet wouldn't be able to just jump into the octagon with Rodtang and actually go blow for blow with his ass in a Muay Thai round. DJ is one of the most athletic, intelligent, and powerful fighters I've ever seen. If he legit trained with Rodtang for a year and became masterful at Muay Thai I genuinely think he would possibly be the best fighter in the world. Gotta give it to Rodtang tho, dude didn't quit, you had to choke the life out of him before he actually quits, dude is a total animal",2023-01-18T19:01:42Z,0
653,Be a tough father. Don’t beat your kids or abuse them. But he stern. This is the result. Great people. You people that just wanna talk to kids are what keep the statistics going.,2023-01-18T18:57:48Z,0
654,"Undeniably one of the greatest professional martial artists of all time. 

Securing a finish off a flying arm bar as a white belt over a distinguished , decorated BJJ black belt was majestic.",2023-01-18T18:56:56Z,220
655,Dj is one of the best pound for pound fighters to to ever live,2023-01-18T18:20:42Z,0
656,20:57,2023-01-18T18:12:41Z,0
657,I liked how you covered the history of his rival. Your videos are grade A material period 💯,2023-01-18T18:05:07Z,2
658,Im so curious to see the champions of ONE & UFC fight. Would be so cool to see how they fare against each other,2023-01-18T16:52:46Z,0
659,"Id love to see one of these videos about Askren. show people he was far more than "" that guy who Jorge knocked out""",2023-01-18T16:42:16Z,0
660,"The PPV system isn't about making champions, it's a means of exploiting fighters and removing them as soon as the money flow isn't to expectations. Demetrious Johnson made the right choice and has presented the world with his glory and honour throughout the years.",2023-01-18T16:32:34Z,0
661,Would you post your music that you use bc that is great as well,2023-01-18T16:27:51Z,0
662,Your channel and videos are absolutely top notch! You’re gonna be really popular like over a million subscribers!,2023-01-18T16:27:18Z,0
663,"One of the best to ever do it.
Shame he didn't get the credit he deserved in the ufc.
His legacy is strong",2023-01-18T16:15:32Z,16
664,"My favorite fighter, great video",2023-01-18T16:14:40Z,1
665,This was a W ONEFC ad,2023-01-18T16:08:13Z,1
666,Dj is my hero. He's the goat.,2023-01-18T15:58:15Z,0
667,He was no failure,2023-01-18T15:29:33Z,1
668,Thats a pretty disrespectful title to the video brother.,2023-01-18T15:23:17Z,2
669,"I'm so happy DJ got away from that snake pit UFC, dana is a clown with a god complex who doesn't give a shit about any of his fighters health or well being, he is the don king of MMA. The move to ONE championship allowed DJ to soar to unimaginable heights and hone his technique like never before, truly the undisputed GOAT of MMA. Amazing documentary, Academic, your videos are the only ones i immediately add to favorites before i even watch them, fantastic work bro!",2023-01-18T14:44:18Z,4
670,"""  a Brilliant Production  ""....
... Subscribed.",2023-01-18T14:20:47Z,0
671,"At the start of the video, the narrator says “this is the untold story.” What exactly about this story is untold?",2023-01-18T13:59:10Z,1
672,It's beautiful seeing the respect from both fighters for each other in DJ vs Adriano and vs Rodtang.,2023-01-18T13:37:24Z,5
673,DJ is like Jon Jones not on steroids,2023-01-18T13:30:15Z,2
674,The goat,2023-01-18T13:29:30Z,1
675,I had a harder life than this guy,2023-01-18T12:16:15Z,0
676,Great video,2023-01-18T12:14:50Z,0
677,beautiful.. thank you for this.,2023-01-18T11:42:37Z,0
678,Mighty Mouse is a legend,2023-01-18T11:41:29Z,0
679,"DJ is such a phenomenal dude. Both inside and outside of the cage. It's a damn shame we'll never see him face off against Figgy and/or Moreno. I think both of those fights would be legendary. That being said, I'm really looking forward to this rubber match with Moraes. That man is an absolute savage, as well. Infinite respect for the mighty, albeit teetering on elderly mouse.",2023-01-18T11:25:02Z,39
680,the midway takedown armbar is fr the most insane thing i've ever seen,2023-01-18T10:40:39Z,1
681,"The biggest mistake dana ever made,
The GOAT, dude would make lightwork of moreno and figueredo",2023-01-18T10:33:12Z,0
682,When it's about money and not true talent...,2023-01-18T09:50:01Z,1
683,"Anyone else here hang with DJ on his Gameplay livestreams? 
One time i called him ""Little Buddy"" and i got timed out from the chat",2023-01-18T09:10:55Z,1
684,"The UFC didn't fail him, he failed the UFC. He refused to fight dangerous opponents and protected his record as long as he could. Then ran away as soon as he could. Shame on him",2023-01-18T09:07:18Z,0
685,Just here to give you a like and a view just watched the doc on DJ's channel! Great doco mate 👍,2023-01-18T08:26:49Z,0
686,Very well done‼️,2023-01-18T08:21:41Z,0
687,Dude! Great video. Thank you 🙏,2023-01-18T08:18:09Z,0
688,"Deeply moving, the respect those two show eachother.. cutting edge both in skill and in humility / emotional maturity. Massive respect for what the other man is capable if and what he's been through. This rivalry is incredible. Thank you for creating this riveting film. It makes me wish I'd been paying closer attention to Dj's career since ufc departure.. thank you for this reminder.. im paying attention again.  This trilogy fight feels like a massive event actually. Look forward to it.",2023-01-18T08:14:17Z,18
689,I always look forward to these you do great work! One of my all time favorite fighters.,2023-01-18T07:25:56Z,2
690,One of the greatest to ever do it. Such a cool dude.,2023-01-18T06:54:57Z,0
691,DJ will never get the credit he deserves,2023-01-18T06:48:26Z,0
692,"When you find those type of great women who stay with you from the bottom to the top, you can't but make her the queen of your throne. Amazing story",2023-01-18T06:36:42Z,2
693,Awesome video to acknowledge a great champ very well done,2023-01-18T04:58:05Z,0
694,"one of my favorite ones yet my man, thanks for the banger and keep up the good work as always! also I saw DJ reacted on his channel, was cool to see you getting some of the recognition you clearly deserve. dont forget me when u blast through the stratosphere lol - ur mom with the cat pic :)",2023-01-18T04:30:06Z,2
695,My favourite part was where Rodtang's didn't tap. He said nah fk that.,2023-01-18T04:04:51Z,0
696,DJ just posted a reaction video to this on his channel 👍🏻,2023-01-18T03:47:38Z,0
697,"Mighty Mouse had the best signature celebrations.
His celebration after winning a fight is unbeaten",2023-01-18T03:32:33Z,0
698,good job holy shit the video was amazing,2023-01-18T03:10:06Z,0
699,"I've always seen clips of that flying knee finish. Now that you know the backstory, that knee hit even harder. Congrats to Mighty Mouse",2023-01-18T02:28:59Z,1
700,"Made me friggin cry reflecting on the day that DJ got KOd. I remember watching the post fight interviews observing how much more upset I was than DJ himself. He’s just the best, person and fighter.",2023-01-18T01:56:50Z,165
701,"This is art, man.",2023-01-18T01:44:05Z,0
702,"I think its great ONE is having a US show, but I hope they're aware that US commissions likely wont let them have any special rule set, and definitely no knees to a grounded opponent.  The rule set is a big part of the appeal of ONE, so we'll probably get a gimped up US version of it",2023-01-18T01:41:09Z,0
703,"Black Americans make up 14% of the population and 70% of the crime, so dont act like cops are racist, im white is have been stoped by police while walking 5 times, one time I was   told to take a seat.  i was polite and appreciated them looking out for my neighbor hood, I have been rolled up on 2× while ""chillin"" with girlfriends by the cops told to come out of the car and questioned , I have been pulled over with friends 2× and questioned... IM WHITE!!! And because I was either doing nothing illegal, or only barley illegal amd respectful i got off.... I k Also have 2 BULLSHIT drinking in public tickets,... IM WHITE, is still love the cops  👮they keep us safe, all these anti cop folks are either criminals or overly protected liberals , back da blue",2023-01-18T01:00:29Z,1
704,Incredible work putting this together. I’m subbing,2023-01-18T00:57:59Z,0
705,DJ is one of my favorite fighters to watch ever.  So skilled and such a fun fighting style.  One of the best ever imo.,2023-01-18T00:43:12Z,3
706,"DJ was so good, everyone thought 125 had no good fighters.  Look at it now. He is the best!",2023-01-18T00:19:52Z,0
707,One of the shittiest releases ever.,2023-01-18T00:17:14Z,0
708,DJ is the man!  I would love to see him in the UFC again.,2023-01-18T00:15:44Z,0
709,"Great put togerher vídeo love it,just wanted to say Dana gifted mighty mouse big time when he desided to traid him for Ben cuz now he have way more fans,make more money and will have biger legacy",2023-01-18T00:07:54Z,0
710,"A boring, manlet, that's obscene to look at, with a stupid nick name....Why was this not popular with MMA fans?  hmmm",2023-01-17T23:52:05Z,1
711,Deadbeat parents mostly produce damaged people. This dude is a great exeption!,2023-01-17T23:38:57Z,0
712,Thats Me in the Red shirt at 2:59!,2023-01-17T23:00:55Z,0
713,Putting loser next to DJs name feels wrong....,2023-01-17T22:43:42Z,0
714,This video title aint it G,2023-01-17T22:40:11Z,0
715,"Dj surviving first couple rounds against Rodtang is insane, Rodtang is a savage !",2023-01-17T22:04:49Z,6
716,Your work is amazing,2023-01-17T21:43:40Z,0
717,I feel like jones was the only dude that could have stopped Francis,2023-01-17T21:30:30Z,0
718,Man you’ve come so far with the video quality mate. Love to see the growth. Keep doing you man 🤲🏻. saying it now you’ll be making a video on me in the future 🙏🏻,2023-01-17T20:59:14Z,0
719,They traded a humble champ for a loud mouthed chump,2023-01-17T20:41:17Z,0
720,Great doc. Mighty Mouse just watched it on his stream... He loved it,2023-01-17T20:36:23Z,0
721,"Caption Is wrong ""Demetrius Johnson Ufc biggest lost""",2023-01-17T20:35:52Z,0
722,...he hath his million dollars now...and who are we to take it from him...,2023-01-17T20:12:51Z,0
723,yeah its size look at volk ome on keep it real,2023-01-17T20:08:29Z,0
724,straight up fkn wrong,2023-01-17T19:51:07Z,0
725,Err that title is easy to misinterpret lol.,2023-01-17T19:27:22Z,0
726,Great work. Love it! Keep at it brother.,2023-01-17T19:10:13Z,0
727,"DJ is a top guy wish him all the best. When you struggle in life it makes you a better person. Great video, thank you.",2023-01-17T18:55:01Z,1
728,Mighty Mouse!!!!!,2023-01-17T18:54:59Z,0
729,"Demetrious should've been an easy sell for the UFC. He's good at speaking and it would've been easy to sell his story. He just wasn't a jerk and wasn't into the trash talking that the UFC is known for. I feel it's partly why fighting sports gets a bad rep by people not familiar in it. This is just what I've noticed when talking to my family about it. They think of Connor McGregor immediately. I think it's getting better, but yeah, remember for awhile the face of the UFC was a  guy who punched an old man in the face.",2023-01-17T18:54:30Z,93
730,"18:10 still one of the best fights all things considered of recent memory. I don’t know why but I’ll never forget that look from rodtang - that ‘If you want to beat me, then you’ll have to wake me up after too’ 😂 not the most healthy or self preserving but memorable for sure",2023-01-17T18:26:30Z,4
731,"I still laugh seeing the hot takes from the ONE FC trade early on, convinced the UFC had dumped a useless asset in exchange for Ben Askren. DJ getting KO'ed and Ben's ""win"" over Lawler only lending more weight to this narrative, only for the long-term benefit to finally show.",2023-01-17T17:59:37Z,0
732,"Failure? hardly, the UFC screwed him",2023-01-17T17:49:08Z,0
733,Console gamers… (I’m kidding. I love DJ. Awesome dude!),2023-01-17T17:48:16Z,0
734,The fights between mighty mouse and adriano is literal poetry,2023-01-17T17:38:11Z,0
735,FUC UFC,2023-01-17T17:28:52Z,0
736,"Funny you should mention kneeing downed opponents,only to be knocked out by one. Anxiously waiting for that 3rd fight.",2023-01-17T17:15:26Z,0
737,Awesome video.,2023-01-17T17:10:14Z,0
738,"D.Johnson may not have sold high dollar fights,but he's making more than ben (has been)askren,who ain't making sheet",2023-01-17T17:02:14Z,0
739,Mighty Mouse is my goat.,2023-01-17T16:38:40Z,0
740,synthwave transition is so good,2023-01-17T16:32:10Z,0
741,"Change the title right now. Makes it sound like he's a failure, he's THE GOAT.",2023-01-17T16:18:41Z,0
742,UFC's biggest mistake was letting DJ go. Especially considering what they got in return,2023-01-17T16:15:57Z,0
743,I really enjoyed this vid. Thanx for posting,2023-01-17T16:00:37Z,0
744,great video mate,2023-01-17T15:41:14Z,0
745,*Mighty mouse*,2023-01-17T15:38:54Z,0
746,I'm 47 and I wish DJ was muh dad...,2023-01-17T15:19:36Z,0
747,I have been watching the One events on prime. I always knew something was different with One but could never put my finger on it until this video. There is a gravitas to the fighters that isn't presented in other organizations. The respect of the art of fighting is what One Championship has. As cringe as it is to say.,2023-01-17T15:04:53Z,2
748,Awesone. Thanks brother.,2023-01-17T14:58:43Z,0
749,@MightyGamingX This would make for a great reaction video.,2023-01-17T14:56:00Z,0
750,"In many ways, what he’s doing at One FC is amongst his top accomplishments, he’s fighting very tough competition at 135, having had most of his success at 125. The man is legit a two organisation, two weight world champion.
Winning a Grand Prix and that fight with Rodtang, to be doing that at 36/37. Man is cut from a different cloth.",2023-01-17T14:47:17Z,7
751,Wow 😮 🙌❤️,2023-01-17T14:21:34Z,1
752,Good video again!,2023-01-17T14:16:18Z,0
753,"Take a video about this , The world is now ruled by one community of people, the world Satanic elite, you can also call them the committee to meet the Antichrist and prevent the 2nd coming of Jesus, Trump called them the deep state, at the moment it consists of about 10,000 people, the main ones there are Rockefellers, Rothschilds, Windsors, Baruchs, they, their ancestors, descendants and other people who enter there have the mark of Lucifer, which, if they bring the antichrist and do not allow the 2nd coming, they will receive eternal life after the x hour, and the rest of humanity, for all the time that they have lived, they won't get anything, so all people should know about the existence of a world government",2023-01-17T13:47:16Z,0
754,DJ is one of the most well rounded good guy GOAT of all time. His legend will echo steadily for years to come.,2023-01-17T13:37:34Z,15
755,"The thing about this, also, is that ONE FC does their weight classes differently. They don't allow intense or even moderate weight cuts. So once again, DJ found himself undersized for the division and still did phenomenal.",2023-01-17T13:30:36Z,1200
756,"Also if y'all dont follow Mighty Gaming on youtube, you're missing out DJ is also hilarious and entertaining!",2023-01-17T13:21:28Z,0
757,Midgets don't sell.,2023-01-17T12:59:48Z,1
758,Folks be debating whether Jones or GSP is the goat.. but forget that this guy exists,2023-01-17T12:09:27Z,0
759,"One love..One love to them thugs who do their own drugs, One..One love to them hoes gotchu knockin foes out they clothes, One .One love, plugged I shed the blood of a bug I mug Zaggins for lunch. One love one love to my mo fluckin self, one love to that one Im the only mo fluckin one left.",2023-01-17T11:57:03Z,0
760,Whats that synthwave song at 1:00 ?,2023-01-17T11:43:01Z,0
761,11:00 who wants Herpachlamidagonasyphylaids..I do I do.,2023-01-17T11:40:30Z,0
762,"Good trade. Ben askren made jorge a star, Johnson got the respect he deserved in one",2023-01-17T11:38:34Z,0
763,09:45 Dookie in the backround iz a very rost. Ah you a read the way.,2023-01-17T11:35:23Z,0
764,Cynthia Calvillio is next & then could be Hug Rose,2023-01-17T11:10:06Z,0
765,"I'm so glad dj continued his career where he is truly appreciated, the rodtang fight brings tears to my eyes and shows dj's resilience and heart , he is always humble and he honors the true meaning of being a martial artist , one of the greatest athletes to ever live and we should appreciate the greatness that is his career for as long as we can",2023-01-17T11:08:27Z,190
766,Had to pause at 12:50 cause I couldn't stop crying. I had forgotten such brother hood exists. Thank you MMAcademic.,2023-01-17T10:21:36Z,0
767,"He doesn't make us money seems like a good reason to release him, question is why didn't they try to get him back when the flyweight division had its resurgence",2023-01-17T09:39:25Z,0
768,DJ makes $7 million per fight in ONE championship. The trade has been great for him,2023-01-17T09:03:43Z,0
769,You deserve millions of subs with videos like this brother ❤,2023-01-17T08:46:41Z,1
770,"I keep saying it, but: the quality of your content, man. Amazing.",2023-01-17T07:42:40Z,0
771,beautiful,2023-01-17T07:42:10Z,0
772,What a powerful joyous and saddening journey you weave. Your scripts are devastating. Thank you.,2023-01-17T07:38:44Z,0
773,"Finally Finally Finally ya'll gave the best documentary one could ask for 😭😭❤️
One the greatest, thanks for reading through the comments and making this, this was so so good, keep up the good work. 🙏🏼🙏🏼",2023-01-17T07:17:32Z,4
774,Listening to you talk sometimes is like listening to beautiful poetry. Subscribed.,2023-01-17T07:02:50Z,0
775,Can you imagine trading DJ for Ben Fucking Askren? What an insult.,2023-01-17T06:46:21Z,0
776,"Would’ve loved to see DJ against the FW and BW of the UFC today, I personally feel he’d only have troubles w/O’Malley for his length(pause) possibly Yan for his power but DJ is one of the greatest well rounded fighters behind GSP. I put him before Jones",2023-01-17T06:28:27Z,0
777,Great work man! Love your videos.,2023-01-17T06:23:52Z,0
778,Great work. I hope DJ gets to watch this video.,2023-01-17T05:39:34Z,1
779,A regular size human being would bury this so called greatest midget,2023-01-17T05:07:01Z,0
780,So good!  Amazing work academic 🙌🏾,2023-01-17T04:52:13Z,0
781,Worst trade ever,2023-01-17T04:15:45Z,0
782,I think you make the best MMA content on YouTube and have a good voice for it as well. Great job mate,2023-01-17T04:14:00Z,0
783,"Poor DJ.
What a humble, beautiful man. 
Perfect role model.",2023-01-17T03:45:41Z,5
784,"another job well done brother, thanks for shinning light on the darkest corners of mma and on the career of the most underappreciated fighter of all time.",2023-01-17T03:43:12Z,16
785,Great video!  I didn't realize how crazy good DJs story was.  Very well covered.  Earned a sub for sure,2023-01-17T03:18:07Z,3
786,Rodtang is a warrior 😤,2023-01-17T03:09:26Z,0
787,"I never understood the lack of respect for Johnson. I loved watching him fight. The speed and skill, the title defences. He's so fun too watch. The other flyweights didn't seem to get the disrespect he did.",2023-01-17T03:03:49Z,1
788,Make a video on Arjun bhullar,2023-01-17T02:58:16Z,0
789,Bcuz he's small...he's the most skilled but nobody cares for small people they want hws tall,2023-01-17T02:57:22Z,0
790,Dude your vidoes actually make me cry. Please never stop. You legit combine poetry documentaries together. Bravo.,2023-01-17T02:20:55Z,1
791,"Honestly a moving video, you’re getting better and better each video. Very cool to see unfold",2023-01-17T02:17:40Z,1
792,Now the UFC has an even bigger fail. His name is Francis Ngannou. And not because Ngannou's legacy is anywhere near Mighty Mouse's legacy. But because he weighs nearly 300 Pounds and just got released by the UFC.,2023-01-17T02:11:19Z,1
793,"I listened while cooking, then sat down watched.  Very well done💥",2023-01-17T02:08:57Z,0
794,"I am probably in the minority with my opinion that the UFC actually did a good job of promoting Mighty Mouse.
He headlined 6 main events, they put him in a rare title tournament, they even put him on the cover of the UFC3 video game.

DJ's lack of ticket sales was more likely impacted by:

A) Most casual fans don't like the lighter weight classes (especially in the ""West"") 
B) DJ didn't like to promote himself, other than playing games on Twitch (which doesn't have a lot of crossover appeal with MMA)

Neither of these situations are ideal, but neither could be easily remedied by the UFC.",2023-01-17T01:49:24Z,1
795,Best sports docs on YouTube,2023-01-17T01:42:09Z,0
796,Great video bruv.,2023-01-17T01:39:26Z,0
797,"If they get rid of the Flyweight Division, then they should can all the women's divisions, because their numbers don't come close.",2023-01-17T01:25:43Z,0
798,Mighty mouse for Ben askren.... Ya the UFC got the shit end of that deal. All good tho made me start watching One n realized how great there promotion is better rule set. Top kickboxing Muay Thai MMA  grappling. One is killing it,2023-01-17T01:20:54Z,1
799,I don't think the UFC shouldve cared so much about PPV buys at that point because now they can't sell a female PPV at all,2023-01-17T01:20:18Z,0
800,Might Mouse should still be UFC champion. It was the most ridiculous move giving Ben Askren an attempt in the UFC!,2023-01-17T01:15:30Z,0
801,"I know quite a few folks that only really got into MMA after McGregor-Khabib and I'll talk their ear off about how the GOAT discussion comes down to Fedor, GSP, Silva and Mighty Mouse. Far too many have never even heard of Johnson which is crazy to me since he's still fighting in a major promotion. And the fact that ONE puts fights on Prime for free when so many people already have Prime, there's no excuse to not check him out.",2023-01-17T01:14:35Z,30
802,You and all 7 others bought cards bc of his boring ass,2023-01-17T01:08:03Z,0
803,New subscriber here. Great content.,2023-01-17T00:47:07Z,0
804,"UFC is a dictatorship organization. One move that annoys Dana White and you're gone, not accept unfair contracts and you're gone. UFC really must remove Dana and his honchos and rebuild the organization from ground up",2023-01-17T00:34:54Z,0
805,U can be a good fighter but that doesn't matter in the UFC if u can get views is what matters will people watch,2023-01-17T00:20:12Z,0
806,His mom looked good in those photos,2023-01-17T00:14:45Z,0
807,That last Cejudo fight was the chance Danawas waiting for. All he needs is Cejudo last for full 5 rounds .,2023-01-17T00:11:34Z,0
808,"I still think DJ is the greatest of the lightest weight classes, and GSP of the larger",2023-01-17T00:01:19Z,0
809,The UFC didn't deserve DJ.,2023-01-16T23:35:30Z,3
810,Mighty Mouse is a beast. How could people not like his fights. One of if not the best fighter ever.,2023-01-16T23:18:16Z,17
811,It's wild that the disrespected and undervalued champions are regularly Black fighters.,2023-01-16T23:10:13Z,1
812,"What people don’t realise is what happened with dj and jones was the complete opposite. When you really look at it, on the come up the reason it looked so good for jones was because he was beating all the top fighters who have already fought each other made their names when really their skill level when you break it down wasn’t that high at all, at least not world class level. With dj the division was new he just ran through everyone because he was the best (same thing jones done) it would be completely different if they had all fought each other and established themselves then dj comes in like jones and takes them all out. If the lightheavyweight division was new and jones runs through everyone like dj people wouldn’t be interested. Again when you break it down djs opponents were highly skilled. This guy don’t get the respect he deserves at all. 2nd best behind gsp",2023-01-16T22:58:47Z,1
813,Hadnt you already uploaded this?,2023-01-16T22:55:49Z,0
814,"I haven't seen the video, BUT I DONT APPRECIATE THIS TITLE!",2023-01-16T22:53:13Z,1
815,Give him the 11 belts he earned,2023-01-16T22:52:38Z,1
816,Thank you for creating this documentary. Very well done,2023-01-16T22:49:54Z,3
817,You know Mighty Mouse is going to be watching this on his stream!,2023-01-16T22:49:42Z,0
818,"Great vid. 

Adriano is obviously a bantamweight though lol. clearly figured out how to get around that whole ""no weight cutting"" thing.",2023-01-16T22:47:38Z,0
819,This was a well  made video,2023-01-16T22:41:07Z,0
820,"Its a pity these 2 guys that made it through all the struggles had to face each other, DJ is getting up in  age and this could be his toughest fight ever, the size and determination of Adriana",2023-01-16T22:39:56Z,71
821,"We are ONE!!

Fuck UFC",2023-01-16T22:37:51Z,0
822,"19:50 You may want to mention that's a quote from a speech by Theodore Roosevelt, in France, in the 1910s I think.",2023-01-16T22:37:34Z,0
823,DJ is definitely one of the goats of mma. Ufc May have made a terrible decision but DJ definitely had the better outcome. Can’t wait for the trilogy!,2023-01-16T22:36:49Z,0
824,Holy fuck this is good. Well Done man!!!,2023-01-16T22:35:41Z,0
825,🔥🔥,2023-01-16T22:30:02Z,0
826,"These scripts are better than some movies keep up the good work, thank you!",2023-01-16T22:13:39Z,2
827,Excellent use of “the man in the arena” at the end of the video,2023-01-16T22:13:00Z,0
828,https://youtu.be/LJmof9RSNvc,2023-01-16T22:12:55Z,0
829,Your content is absolutely top notch my man - fantastic and thanks for your hard work and sharing,2023-01-16T22:11:47Z,1
830,🐐🐐🐐🐐,2023-01-16T22:03:30Z,0
831,I wonder if they went to orchid tower afterwards,2023-01-16T21:55:53Z,0
832,"Demetrious 'Mighty Mouse' Johnson. The greatest fighter of all time, ladies and gentlemen!",2023-01-16T21:43:42Z,1
833,"Story fantastically told, well played sir",2023-01-16T21:38:36Z,0
834,Are you high? Arguably most dominant campion in ufc history.,2023-01-16T21:38:14Z,1
835,Cejudo became a greater GOAT than DJ because he was willing and able to do what DJ refused to do. Defending the belt against another reigning champ and going up to get a second belt ,2023-01-16T21:34:09Z,1
836,Brilliant work!,2023-01-16T21:31:53Z,1
837,"He's in a organisation where he's respected, gets fun fights, he can lose and he's fighting people naturally his size and also apparently getting paid more so he's better off now",2023-01-16T21:07:23Z,2104
838,Thanks bro! Can you do video on gegard mousasi?,2023-01-16T21:07:21Z,0
839,This video puts DJ in a light that will live forever ❤,2023-01-16T21:04:21Z,2
840,I forgot about tht flying knee!!,2023-01-16T21:03:34Z,0
841,Well made hope u blow up,2023-01-16T20:59:05Z,0
842,Keep making these man love them. I would love one on anythony rumble Johnson him changing weight classes and starting at 170 is very intresting,2023-01-16T20:56:49Z,1
843,Well done that was an awesome video love your commentary and quotes cheers 🍻,2023-01-16T20:55:31Z,1
844,He seems to be doing better now,2023-01-16T20:54:42Z,0
845,I've seen a lot of fights but I'm no were close  mma fanatic. But that flying armbar is one of the sickest things I've ever seen....,2023-01-16T20:52:22Z,2
846,F@#k me what a fantastic Story and fantastic Fighter he is. Another top notch production all round fantastic channel,2023-01-16T20:47:34Z,0
847,"No one… absolutely No one….
Can take away DJ’s legacy",2023-01-16T20:45:01Z,6
848,Holy smokes  21:20  hits different,2023-01-16T20:37:54Z,0
849,"Great doc homie, you're a passionate MMA fan.",2023-01-16T20:37:28Z,2
850,"Great documentary, thank you. At 19:43, beautiful writing... Really captures the heart and spirit of martial art",2023-01-16T20:19:37Z,13
851,"The fact that the ufc dissaproved of the mouse for ""low selling paperviews"" will forever mark the moment they officially outed themselves as a non sporting organisation",2023-01-16T20:15:22Z,3
852,"The UFC hated him because he was too good, he beat up every fighter they threw at him, went to ONE and beat up their fighters as well and became the champ
The GOAT 🐐 ladies and gentelmen",2023-01-16T20:12:39Z,4
853,As a casual.. the only 2 fighters I watch outside the ufc are DJ and MVP. Anyone got other suggestions 👀,2023-01-16T20:10:19Z,4
854,size does not matter nowhere else that really counts not in prison or the street sorry to burst your bubble I've been tunned in since ufc 1.wear there wasn't any weight class when a little Joyce Gracie was tapping monitors with a broken dislocated shoulder.  and one is fucking fire Haggerty  rod tang. those 2 alone that's f awesome .ufc   is not what it use to be its lame as hell,2023-01-16T20:04:26Z,0
855,"Dj gonna get on his next live wanting to play video games. People will be begging him to react, I think it will legit happen.",2023-01-16T20:01:32Z,1
856,sounds like the definition of a man to me..,2023-01-16T19:57:26Z,0
857,The story isn't untold Patrick gavia did it too. But I'm always down for a video on DJ's greatness,2023-01-16T19:55:39Z,1
858,"Another banger video on yet another legend of the sport, please keep making videos man i love your videos.",2023-01-16T19:53:15Z,1
859,Finally a good representation for Mighty Mouse! I still can't forgive Dana White and the UFC for how the treated him. The reason he didn't sell PPV was cause they never promoted him. He deserved better and I'm glad he's getting the respect he deserves.,2023-01-16T19:49:32Z,71
